,nodeA,nodeB,weight
6004,Aziza Hamid,Saddam Hussein,4
6005,Aziza Hamid,Yazidis,4
6006,Aziza Hamid,Ramadi,4
6007,Aziza Hamid,Mohammed Ashraf,2
6008,Aziza Hamid,Prince Faisal bin Khaled bin Abdulaziz,2
6009,Aziza Hamid,Smoke,8
6010,Aziza Hamid,al-Qaryatayn,4
6011,Aziza Hamid,Kweiras,4
6012,Aziza Hamid,Jaafar Saad,2
6013,Aziza Hamid,Sayeda Zeynab,2
6014,Aziza Hamid,Kerry,12
6015,Aziza Hamid,Jeff Fortenberry,2
6016,Anna Eshoo,Aziza Hamid,2
6017,Aziza Hamid,Fortenberry,4
6018,Aziza Hamid,ISIL,2
6019,Aziza Hamid,Yezidi,2
6020,Aziza Hamid,Toufic Baaklini,2
6021,Aziza Hamid,Obama,2
6022,Aziza Hamid,Baaklini,2
6023,Aziza Hamid,Cardinal Donald Wuerl,2
6024,Aziza Hamid,Wuerl,2
6025,Suruc,Suruc,6
6026,Kiymet Ergun,Suruc,8
6027,Kurd,Suruc,8
6028,Cundi Minaz,Suruc,8
6029,Minaz,Suruc,8
6030,Kobani,Suruc,8
6031,Jurf al-Sakhar,Suruc,8
6032,Junko Ishido,Suruc,8
6033,Kenji Goto,Suruc,8
6034,Goto,Suruc,8
6035,Ayn al-Arab,Suruc,8
6036,Safi al-Kasasbeh,Suruc,4
6037,Al-Kasasbeh's,Suruc,4
6038,Moath al-Kasasbeh,Suruc,4
6039,Jordan,Suruc,4
6040,Al-Alam,Suruc,8
6041,Mohammed Musallam,Suruc,4
6042,Neve Yaakov,Suruc,4
6043,Musallam,Suruc,4
6044,Saddam Hussein,Suruc,8
6045,Suruc,Yazidis,8
6046,Ramadi,Suruc,8
6047,Mohammed Ashraf,Suruc,4
6048,Prince Faisal bin Khaled bin Abdulaziz,Suruc,4
6049,Smoke,Suruc,16
6050,Suruc,al-Qaryatayn,8
6051,Kweiras,Suruc,8
6052,Jaafar Saad,Suruc,4
6053,Sayeda Zeynab,Suruc,4
6054,Kerry,Suruc,24
6055,Jeff Fortenberry,Suruc,4
6056,Anna Eshoo,Suruc,4
6057,Fortenberry,Suruc,8
6058,ISIL,Suruc,4
6059,Suruc,Yezidi,4
6060,Suruc,Toufic Baaklini,4
6061,Obama,Suruc,4
6062,Baaklini,Suruc,4
6063,Cardinal Donald Wuerl,Suruc,4
6064,Suruc,Wuerl,4
6065,Kiymet Ergun,Kurd,4
6066,Kiymet Ergun,Kiymet Ergun,1
6067,Cundi Minaz,Kiymet Ergun,4
6068,Kiymet Ergun,Minaz,4
6069,Kiymet Ergun,Kobani,4
6070,Jurf al-Sakhar,Kiymet Ergun,4
6071,Junko Ishido,Kiymet Ergun,4
6072,Kenji Goto,Kiymet Ergun,4
6073,Goto,Kiymet Ergun,4
6074,Ayn al-Arab,Kiymet Ergun,4
6075,Kiymet Ergun,Safi al-Kasasbeh,2
6076,Al-Kasasbeh's,Kiymet Ergun,2
6077,Kiymet Ergun,Moath al-Kasasbeh,2
6078,Jordan,Kiymet Ergun,2
6079,Al-Alam,Kiymet Ergun,4
6080,Kiymet Ergun,Mohammed Musallam,2
6081,Kiymet Ergun,Neve Yaakov,2
6082,Kiymet Ergun,Musallam,2
6083,Kiymet Ergun,Saddam Hussein,4
6084,Kiymet Ergun,Yazidis,4
6085,Kiymet Ergun,Ramadi,4
6086,Kiymet Ergun,Mohammed Ashraf,2
6087,Kiymet Ergun,Prince Faisal bin Khaled bin Abdulaziz,2
6088,Kiymet Ergun,Smoke,8
6089,Kiymet Ergun,al-Qaryatayn,4
6090,Kiymet Ergun,Kweiras,4
6091,Jaafar Saad,Kiymet Ergun,2
6092,Kiymet Ergun,Sayeda Zeynab,2
6093,Kerry,Kiymet Ergun,12
6094,Jeff Fortenberry,Kiymet Ergun,2
6095,Anna Eshoo,Kiymet Ergun,2
6096,Fortenberry,Kiymet Ergun,4
6097,ISIL,Kiymet Ergun,2
6098,Kiymet Ergun,Yezidi,2
6099,Kiymet Ergun,Toufic Baaklini,2
6100,Kiymet Ergun,Obama,2
6101,Baaklini,Kiymet Ergun,2
6102,Cardinal Donald Wuerl,Kiymet Ergun,2
6103,Kiymet Ergun,Wuerl,2
6104,Kurd,Kurd,1
6105,Cundi Minaz,Kurd,4
6106,Kurd,Minaz,4
6107,Kobani,Kurd,4
6108,Jurf al-Sakhar,Kurd,4
6109,Junko Ishido,Kurd,4
6110,Kenji Goto,Kurd,4
6111,Goto,Kurd,4
6112,Ayn al-Arab,Kurd,4
6113,Kurd,Safi al-Kasasbeh,2
6114,Al-Kasasbeh's,Kurd,2
6115,Kurd,Moath al-Kasasbeh,2
6116,Jordan,Kurd,2
6117,Al-Alam,Kurd,4
6118,Kurd,Mohammed Musallam,2
6119,Kurd,Neve Yaakov,2
6120,Kurd,Musallam,2
6121,Kurd,Saddam Hussein,4
6122,Kurd,Yazidis,4
6123,Kurd,Ramadi,4
6124,Kurd,Mohammed Ashraf,2
6125,Kurd,Prince Faisal bin Khaled bin Abdulaziz,2
6126,Kurd,Smoke,8
6127,Kurd,al-Qaryatayn,4
6128,Kurd,Kweiras,4
6129,Jaafar Saad,Kurd,2
6130,Kurd,Sayeda Zeynab,2
6131,Kerry,Kurd,12
6132,Jeff Fortenberry,Kurd,2
6133,Anna Eshoo,Kurd,2
6134,Fortenberry,Kurd,4
6135,ISIL,Kurd,2
6136,Kurd,Yezidi,2
6137,Kurd,Toufic Baaklini,2
6138,Kurd,Obama,2
6139,Baaklini,Kurd,2
6140,Cardinal Donald Wuerl,Kurd,2
6141,Kurd,Wuerl,2
6142,Cundi Minaz,Minaz,4
6143,Cundi Minaz,Kobani,4
6144,Cundi Minaz,Cundi Minaz,1
6145,Cundi Minaz,Jurf al-Sakhar,4
6146,Cundi Minaz,Junko Ishido,4
6147,Cundi Minaz,Kenji Goto,4
6148,Cundi Minaz,Goto,4
6149,Ayn al-Arab,Cundi Minaz,4
6150,Cundi Minaz,Safi al-Kasasbeh,2
6151,Al-Kasasbeh's,Cundi Minaz,2
6152,Cundi Minaz,Moath al-Kasasbeh,2
6153,Cundi Minaz,Jordan,2
6154,Al-Alam,Cundi Minaz,4
6155,Cundi Minaz,Mohammed Musallam,2
6156,Cundi Minaz,Neve Yaakov,2
6157,Cundi Minaz,Musallam,2
6158,Cundi Minaz,Saddam Hussein,4
6159,Cundi Minaz,Yazidis,4
6160,Cundi Minaz,Ramadi,4
6161,Cundi Minaz,Mohammed Ashraf,2
6162,Cundi Minaz,Prince Faisal bin Khaled bin Abdulaziz,2
6163,Cundi Minaz,Smoke,8
6164,Cundi Minaz,al-Qaryatayn,4
6165,Cundi Minaz,Kweiras,4
6166,Cundi Minaz,Jaafar Saad,2
6167,Cundi Minaz,Sayeda Zeynab,2
6168,Cundi Minaz,Kerry,12
6169,Cundi Minaz,Jeff Fortenberry,2
6170,Anna Eshoo,Cundi Minaz,2
6171,Cundi Minaz,Fortenberry,4
6172,Cundi Minaz,ISIL,2
6173,Cundi Minaz,Yezidi,2
6174,Cundi Minaz,Toufic Baaklini,2
6175,Cundi Minaz,Obama,2
6176,Baaklini,Cundi Minaz,2
6177,Cardinal Donald Wuerl,Cundi Minaz,2
6178,Cundi Minaz,Wuerl,2
6179,Kobani,Minaz,4
6180,Minaz,Minaz,1
6181,Jurf al-Sakhar,Minaz,4
6182,Junko Ishido,Minaz,4
6183,Kenji Goto,Minaz,4
6184,Goto,Minaz,4
6185,Ayn al-Arab,Minaz,4
6186,Minaz,Safi al-Kasasbeh,2
6187,Al-Kasasbeh's,Minaz,2
6188,Minaz,Moath al-Kasasbeh,2
6189,Jordan,Minaz,2
6190,Al-Alam,Minaz,4
6191,Minaz,Mohammed Musallam,2
6192,Minaz,Neve Yaakov,2
6193,Minaz,Musallam,2
6194,Minaz,Saddam Hussein,4
6195,Minaz,Yazidis,4
6196,Minaz,Ramadi,4
6197,Minaz,Mohammed Ashraf,2
6198,Minaz,Prince Faisal bin Khaled bin Abdulaziz,2
6199,Minaz,Smoke,8
6200,Minaz,al-Qaryatayn,4
6201,Kweiras,Minaz,4
6202,Jaafar Saad,Minaz,2
6203,Minaz,Sayeda Zeynab,2
6204,Kerry,Minaz,12
6205,Jeff Fortenberry,Minaz,2
6206,Anna Eshoo,Minaz,2
6207,Fortenberry,Minaz,4
6208,ISIL,Minaz,2
6209,Minaz,Yezidi,2
6210,Minaz,Toufic Baaklini,2
6211,Minaz,Obama,2
6212,Baaklini,Minaz,2
6213,Cardinal Donald Wuerl,Minaz,2
6214,Minaz,Wuerl,2
6215,Kobani,Kobani,1
6216,Jurf al-Sakhar,Kobani,4
6217,Junko Ishido,Kobani,4
6218,Kenji Goto,Kobani,4
6219,Goto,Kobani,4
6220,Ayn al-Arab,Kobani,4
6221,Kobani,Safi al-Kasasbeh,2
6222,Al-Kasasbeh's,Kobani,2
6223,Kobani,Moath al-Kasasbeh,2
6224,Jordan,Kobani,2
6225,Al-Alam,Kobani,4
6226,Kobani,Mohammed Musallam,2
6227,Kobani,Neve Yaakov,2
6228,Kobani,Musallam,2
6229,Kobani,Saddam Hussein,4
6230,Kobani,Yazidis,4
6231,Kobani,Ramadi,4
6232,Kobani,Mohammed Ashraf,2
6233,Kobani,Prince Faisal bin Khaled bin Abdulaziz,2
6234,Kobani,Smoke,8
6235,Kobani,al-Qaryatayn,4
6236,Kobani,Kweiras,4
6237,Jaafar Saad,Kobani,2
6238,Kobani,Sayeda Zeynab,2
6239,Kerry,Kobani,12
6240,Jeff Fortenberry,Kobani,2
6241,Anna Eshoo,Kobani,2
6242,Fortenberry,Kobani,4
6243,ISIL,Kobani,2
6244,Kobani,Yezidi,2
6245,Kobani,Toufic Baaklini,2
6246,Kobani,Obama,2
6247,Baaklini,Kobani,2
6248,Cardinal Donald Wuerl,Kobani,2
6249,Kobani,Wuerl,2
6250,Jurf al-Sakhar,Jurf al-Sakhar,1
6251,Junko Ishido,Jurf al-Sakhar,4
6252,Jurf al-Sakhar,Kenji Goto,4
6253,Goto,Jurf al-Sakhar,4
6254,Ayn al-Arab,Jurf al-Sakhar,4
6255,Jurf al-Sakhar,Safi al-Kasasbeh,2
6256,Al-Kasasbeh's,Jurf al-Sakhar,2
6257,Jurf al-Sakhar,Moath al-Kasasbeh,2
6258,Jordan,Jurf al-Sakhar,2
6259,Al-Alam,Jurf al-Sakhar,4
6260,Jurf al-Sakhar,Mohammed Musallam,2
6261,Jurf al-Sakhar,Neve Yaakov,2
6262,Jurf al-Sakhar,Musallam,2
6263,Jurf al-Sakhar,Saddam Hussein,4
6264,Jurf al-Sakhar,Yazidis,4
6265,Jurf al-Sakhar,Ramadi,4
6266,Jurf al-Sakhar,Mohammed Ashraf,2
6267,Jurf al-Sakhar,Prince Faisal bin Khaled bin Abdulaziz,2
6268,Jurf al-Sakhar,Smoke,8
6269,Jurf al-Sakhar,al-Qaryatayn,4
6270,Jurf al-Sakhar,Kweiras,4
6271,Jaafar Saad,Jurf al-Sakhar,2
6272,Jurf al-Sakhar,Sayeda Zeynab,2
6273,Jurf al-Sakhar,Kerry,12
6274,Jeff Fortenberry,Jurf al-Sakhar,2
6275,Anna Eshoo,Jurf al-Sakhar,2
6276,Fortenberry,Jurf al-Sakhar,4
6277,ISIL,Jurf al-Sakhar,2
6278,Jurf al-Sakhar,Yezidi,2
6279,Jurf al-Sakhar,Toufic Baaklini,2
6280,Jurf al-Sakhar,Obama,2
6281,Baaklini,Jurf al-Sakhar,2
6282,Cardinal Donald Wuerl,Jurf al-Sakhar,2
6283,Jurf al-Sakhar,Wuerl,2
6284,Junko Ishido,Kenji Goto,4
6285,Goto,Junko Ishido,4
6286,Junko Ishido,Junko Ishido,1
6287,Ayn al-Arab,Junko Ishido,4
6288,Junko Ishido,Safi al-Kasasbeh,2
6289,Al-Kasasbeh's,Junko Ishido,2
6290,Junko Ishido,Moath al-Kasasbeh,2
6291,Jordan,Junko Ishido,2
6292,Al-Alam,Junko Ishido,4
6293,Junko Ishido,Mohammed Musallam,2
6294,Junko Ishido,Neve Yaakov,2
6295,Junko Ishido,Musallam,2
6296,Junko Ishido,Saddam Hussein,4
6297,Junko Ishido,Yazidis,4
6298,Junko Ishido,Ramadi,4
6299,Junko Ishido,Mohammed Ashraf,2
6300,Junko Ishido,Prince Faisal bin Khaled bin Abdulaziz,2
6301,Junko Ishido,Smoke,8
6302,Junko Ishido,al-Qaryatayn,4
6303,Junko Ishido,Kweiras,4
6304,Jaafar Saad,Junko Ishido,2
6305,Junko Ishido,Sayeda Zeynab,2
6306,Junko Ishido,Kerry,12
6307,Jeff Fortenberry,Junko Ishido,2
6308,Anna Eshoo,Junko Ishido,2
6309,Fortenberry,Junko Ishido,4
6310,ISIL,Junko Ishido,2
6311,Junko Ishido,Yezidi,2
6312,Junko Ishido,Toufic Baaklini,2
6313,Junko Ishido,Obama,2
6314,Baaklini,Junko Ishido,2
6315,Cardinal Donald Wuerl,Junko Ishido,2
6316,Junko Ishido,Wuerl,2
6317,Goto,Kenji Goto,4
6318,Kenji Goto,Kenji Goto,1
6319,Ayn al-Arab,Kenji Goto,4
6320,Kenji Goto,Safi al-Kasasbeh,2
6321,Al-Kasasbeh's,Kenji Goto,2
6322,Kenji Goto,Moath al-Kasasbeh,2
6323,Jordan,Kenji Goto,2
6324,Al-Alam,Kenji Goto,4
6325,Kenji Goto,Mohammed Musallam,2
6326,Kenji Goto,Neve Yaakov,2
6327,Kenji Goto,Musallam,2
6328,Kenji Goto,Saddam Hussein,4
6329,Kenji Goto,Yazidis,4
6330,Kenji Goto,Ramadi,4
6331,Kenji Goto,Mohammed Ashraf,2
6332,Kenji Goto,Prince Faisal bin Khaled bin Abdulaziz,2
6333,Kenji Goto,Smoke,8
6334,Kenji Goto,al-Qaryatayn,4
6335,Kenji Goto,Kweiras,4
6336,Jaafar Saad,Kenji Goto,2
6337,Kenji Goto,Sayeda Zeynab,2
6338,Kenji Goto,Kerry,12
6339,Jeff Fortenberry,Kenji Goto,2
6340,Anna Eshoo,Kenji Goto,2
6341,Fortenberry,Kenji Goto,4
6342,ISIL,Kenji Goto,2
6343,Kenji Goto,Yezidi,2
6344,Kenji Goto,Toufic Baaklini,2
6345,Kenji Goto,Obama,2
6346,Baaklini,Kenji Goto,2
6347,Cardinal Donald Wuerl,Kenji Goto,2
6348,Kenji Goto,Wuerl,2
6349,Goto,Goto,1
6350,Ayn al-Arab,Goto,4
6351,Goto,Safi al-Kasasbeh,2
6352,Al-Kasasbeh's,Goto,2
6353,Goto,Moath al-Kasasbeh,2
6354,Goto,Jordan,2
6355,Al-Alam,Goto,4
6356,Goto,Mohammed Musallam,2
6357,Goto,Neve Yaakov,2
6358,Goto,Musallam,2
6359,Goto,Saddam Hussein,4
6360,Goto,Yazidis,4
6361,Goto,Ramadi,4
6362,Goto,Mohammed Ashraf,2
6363,Goto,Prince Faisal bin Khaled bin Abdulaziz,2
6364,Goto,Smoke,8
6365,Goto,al-Qaryatayn,4
6366,Goto,Kweiras,4
6367,Goto,Jaafar Saad,2
6368,Goto,Sayeda Zeynab,2
6369,Goto,Kerry,12
6370,Goto,Jeff Fortenberry,2
6371,Anna Eshoo,Goto,2
6372,Fortenberry,Goto,4
6373,Goto,ISIL,2
6374,Goto,Yezidi,2
6375,Goto,Toufic Baaklini,2
6376,Goto,Obama,2
6377,Baaklini,Goto,2
6378,Cardinal Donald Wuerl,Goto,2
6379,Goto,Wuerl,2
6380,Ayn al-Arab,Ayn al-Arab,1
6381,Ayn al-Arab,Safi al-Kasasbeh,2
6382,Al-Kasasbeh's,Ayn al-Arab,2
6383,Ayn al-Arab,Moath al-Kasasbeh,2
6384,Ayn al-Arab,Jordan,2
6385,Al-Alam,Ayn al-Arab,4
6386,Ayn al-Arab,Mohammed Musallam,2
6387,Ayn al-Arab,Neve Yaakov,2
6388,Ayn al-Arab,Musallam,2
6389,Ayn al-Arab,Saddam Hussein,4
6390,Ayn al-Arab,Yazidis,4
6391,Ayn al-Arab,Ramadi,4
6392,Ayn al-Arab,Mohammed Ashraf,2
6393,Ayn al-Arab,Prince Faisal bin Khaled bin Abdulaziz,2
6394,Ayn al-Arab,Smoke,8
6395,Ayn al-Arab,al-Qaryatayn,4
6396,Ayn al-Arab,Kweiras,4
6397,Ayn al-Arab,Jaafar Saad,2
6398,Ayn al-Arab,Sayeda Zeynab,2
6399,Ayn al-Arab,Kerry,12
6400,Ayn al-Arab,Jeff Fortenberry,2
6401,Anna Eshoo,Ayn al-Arab,2
6402,Ayn al-Arab,Fortenberry,4
6403,Ayn al-Arab,ISIL,2
6404,Ayn al-Arab,Yezidi,2
6405,Ayn al-Arab,Toufic Baaklini,2
6406,Ayn al-Arab,Obama,2
6407,Ayn al-Arab,Baaklini,2
6408,Ayn al-Arab,Cardinal Donald Wuerl,2
6409,Ayn al-Arab,Wuerl,2
6410,Al-Kasasbeh's,Safi al-Kasasbeh,1
6411,Moath al-Kasasbeh,Safi al-Kasasbeh,1
6412,Jordan,Safi al-Kasasbeh,1
6413,Al-Alam,Safi al-Kasasbeh,2
6414,Mohammed Musallam,Safi al-Kasasbeh,1
6415,Neve Yaakov,Safi al-Kasasbeh,1
6416,Musallam,Safi al-Kasasbeh,1
6417,Saddam Hussein,Safi al-Kasasbeh,2
6418,Safi al-Kasasbeh,Yazidis,2
6419,Ramadi,Safi al-Kasasbeh,2
6420,Mohammed Ashraf,Safi al-Kasasbeh,1
6421,Prince Faisal bin Khaled bin Abdulaziz,Safi al-Kasasbeh,1
6422,Safi al-Kasasbeh,Smoke,4
6423,Safi al-Kasasbeh,al-Qaryatayn,2
6424,Kweiras,Safi al-Kasasbeh,2
6425,Jaafar Saad,Safi al-Kasasbeh,1
6426,Safi al-Kasasbeh,Sayeda Zeynab,1
6427,Kerry,Safi al-Kasasbeh,6
6428,Jeff Fortenberry,Safi al-Kasasbeh,1
6429,Anna Eshoo,Safi al-Kasasbeh,1
6430,Fortenberry,Safi al-Kasasbeh,2
6431,ISIL,Safi al-Kasasbeh,1
6432,Safi al-Kasasbeh,Yezidi,1
6433,Safi al-Kasasbeh,Toufic Baaklini,1
6434,Obama,Safi al-Kasasbeh,1
6435,Baaklini,Safi al-Kasasbeh,1
6436,Cardinal Donald Wuerl,Safi al-Kasasbeh,1
6437,Safi al-Kasasbeh,Wuerl,1
6438,Al-Kasasbeh's,Moath al-Kasasbeh,1
6439,Al-Kasasbeh's,Jordan,1
6440,Al-Alam,Al-Kasasbeh's,2
6441,Al-Kasasbeh's,Mohammed Musallam,1
6442,Al-Kasasbeh's,Neve Yaakov,1
6443,Al-Kasasbeh's,Musallam,1
6444,Al-Kasasbeh's,Saddam Hussein,2
6445,Al-Kasasbeh's,Yazidis,2
6446,Al-Kasasbeh's,Ramadi,2
6447,Al-Kasasbeh's,Mohammed Ashraf,1
6448,Al-Kasasbeh's,Prince Faisal bin Khaled bin Abdulaziz,1
6449,Al-Kasasbeh's,Smoke,4
6450,Al-Kasasbeh's,al-Qaryatayn,2
6451,Al-Kasasbeh's,Kweiras,2
6452,Al-Kasasbeh's,Jaafar Saad,1
6453,Al-Kasasbeh's,Sayeda Zeynab,1
6454,Al-Kasasbeh's,Kerry,6
6455,Al-Kasasbeh's,Jeff Fortenberry,1
6456,Al-Kasasbeh's,Anna Eshoo,1
6457,Al-Kasasbeh's,Fortenberry,2
6458,Al-Kasasbeh's,ISIL,1
6459,Al-Kasasbeh's,Yezidi,1
6460,Al-Kasasbeh's,Toufic Baaklini,1
6461,Al-Kasasbeh's,Obama,1
6462,Al-Kasasbeh's,Baaklini,1
6463,Al-Kasasbeh's,Cardinal Donald Wuerl,1
6464,Al-Kasasbeh's,Wuerl,1
6465,Jordan,Moath al-Kasasbeh,1
6466,Al-Alam,Moath al-Kasasbeh,2
6467,Moath al-Kasasbeh,Mohammed Musallam,1
6468,Moath al-Kasasbeh,Neve Yaakov,1
6469,Moath al-Kasasbeh,Musallam,1
6470,Moath al-Kasasbeh,Saddam Hussein,2
6471,Moath al-Kasasbeh,Yazidis,2
6472,Moath al-Kasasbeh,Ramadi,2
6473,Moath al-Kasasbeh,Mohammed Ashraf,1
6474,Moath al-Kasasbeh,Prince Faisal bin Khaled bin Abdulaziz,1
6475,Moath al-Kasasbeh,Smoke,4
6476,Moath al-Kasasbeh,al-Qaryatayn,2
6477,Kweiras,Moath al-Kasasbeh,2
6478,Jaafar Saad,Moath al-Kasasbeh,1
6479,Moath al-Kasasbeh,Sayeda Zeynab,1
6480,Kerry,Moath al-Kasasbeh,6
6481,Jeff Fortenberry,Moath al-Kasasbeh,1
6482,Anna Eshoo,Moath al-Kasasbeh,1
6483,Fortenberry,Moath al-Kasasbeh,2
6484,ISIL,Moath al-Kasasbeh,1
6485,Moath al-Kasasbeh,Yezidi,1
6486,Moath al-Kasasbeh,Toufic Baaklini,1
6487,Moath al-Kasasbeh,Obama,1
6488,Baaklini,Moath al-Kasasbeh,1
6489,Cardinal Donald Wuerl,Moath al-Kasasbeh,1
6490,Moath al-Kasasbeh,Wuerl,1
6491,Al-Alam,Jordan,2
6492,Jordan,Mohammed Musallam,1
6493,Jordan,Neve Yaakov,1
6494,Jordan,Musallam,1
6495,Jordan,Saddam Hussein,2
6496,Jordan,Yazidis,2
6497,Jordan,Ramadi,2
6498,Jordan,Mohammed Ashraf,1
6499,Jordan,Prince Faisal bin Khaled bin Abdulaziz,1
6500,Jordan,Smoke,4
6501,Jordan,al-Qaryatayn,2
6502,Jordan,Kweiras,2
6503,Jaafar Saad,Jordan,1
6504,Jordan,Sayeda Zeynab,1
6505,Jordan,Kerry,6
6506,Jeff Fortenberry,Jordan,1
6507,Anna Eshoo,Jordan,1
6508,Fortenberry,Jordan,2
6509,ISIL,Jordan,1
6510,Jordan,Yezidi,1
6511,Jordan,Toufic Baaklini,1
6512,Jordan,Obama,1
6513,Baaklini,Jordan,1
6514,Cardinal Donald Wuerl,Jordan,1
6515,Jordan,Wuerl,1
6516,Al-Alam,Al-Alam,1
6517,Al-Alam,Mohammed Musallam,2
6518,Al-Alam,Neve Yaakov,2
6519,Al-Alam,Musallam,2
6520,Al-Alam,Saddam Hussein,4
6521,Al-Alam,Yazidis,4
6522,Al-Alam,Ramadi,4
6523,Al-Alam,Mohammed Ashraf,2
6524,Al-Alam,Prince Faisal bin Khaled bin Abdulaziz,2
6525,Al-Alam,Smoke,8
6526,Al-Alam,al-Qaryatayn,4
6527,Al-Alam,Kweiras,4
6528,Al-Alam,Jaafar Saad,2
6529,Al-Alam,Sayeda Zeynab,2
6530,Al-Alam,Kerry,12
6531,Al-Alam,Jeff Fortenberry,2
6532,Al-Alam,Anna Eshoo,2
6533,Al-Alam,Fortenberry,4
6534,Al-Alam,ISIL,2
6535,Al-Alam,Yezidi,2
6536,Al-Alam,Toufic Baaklini,2
6537,Al-Alam,Obama,2
6538,Al-Alam,Baaklini,2
6539,Al-Alam,Cardinal Donald Wuerl,2
6540,Al-Alam,Wuerl,2
6541,Mohammed Musallam,Neve Yaakov,1
6542,Mohammed Musallam,Musallam,1
6543,Mohammed Musallam,Saddam Hussein,2
6544,Mohammed Musallam,Yazidis,2
6545,Mohammed Musallam,Ramadi,2
6546,Mohammed Ashraf,Mohammed Musallam,1
6547,Mohammed Musallam,Prince Faisal bin Khaled bin Abdulaziz,1
6548,Mohammed Musallam,Smoke,4
6549,Mohammed Musallam,al-Qaryatayn,2
6550,Kweiras,Mohammed Musallam,2
6551,Jaafar Saad,Mohammed Musallam,1
6552,Mohammed Musallam,Sayeda Zeynab,1
6553,Kerry,Mohammed Musallam,6
6554,Jeff Fortenberry,Mohammed Musallam,1
6555,Anna Eshoo,Mohammed Musallam,1
6556,Fortenberry,Mohammed Musallam,2
6557,ISIL,Mohammed Musallam,1
6558,Mohammed Musallam,Yezidi,1
6559,Mohammed Musallam,Toufic Baaklini,1
6560,Mohammed Musallam,Obama,1
6561,Baaklini,Mohammed Musallam,1
6562,Cardinal Donald Wuerl,Mohammed Musallam,1
6563,Mohammed Musallam,Wuerl,1
6564,Musallam,Neve Yaakov,1
6565,Neve Yaakov,Saddam Hussein,2
6566,Neve Yaakov,Yazidis,2
6567,Neve Yaakov,Ramadi,2
6568,Mohammed Ashraf,Neve Yaakov,1
6569,Neve Yaakov,Prince Faisal bin Khaled bin Abdulaziz,1
6570,Neve Yaakov,Smoke,4
6571,Neve Yaakov,al-Qaryatayn,2
6572,Kweiras,Neve Yaakov,2
6573,Jaafar Saad,Neve Yaakov,1
6574,Neve Yaakov,Sayeda Zeynab,1
6575,Kerry,Neve Yaakov,6
6576,Jeff Fortenberry,Neve Yaakov,1
6577,Anna Eshoo,Neve Yaakov,1
6578,Fortenberry,Neve Yaakov,2
6579,ISIL,Neve Yaakov,1
6580,Neve Yaakov,Yezidi,1
6581,Neve Yaakov,Toufic Baaklini,1
6582,Neve Yaakov,Obama,1
6583,Baaklini,Neve Yaakov,1
6584,Cardinal Donald Wuerl,Neve Yaakov,1
6585,Neve Yaakov,Wuerl,1
6586,Musallam,Saddam Hussein,2
6587,Musallam,Yazidis,2
6588,Musallam,Ramadi,2
6589,Mohammed Ashraf,Musallam,1
6590,Musallam,Prince Faisal bin Khaled bin Abdulaziz,1
6591,Musallam,Smoke,4
6592,Musallam,al-Qaryatayn,2
6593,Kweiras,Musallam,2
6594,Jaafar Saad,Musallam,1
6595,Musallam,Sayeda Zeynab,1
6596,Kerry,Musallam,6
6597,Jeff Fortenberry,Musallam,1
6598,Anna Eshoo,Musallam,1
6599,Fortenberry,Musallam,2
6600,ISIL,Musallam,1
6601,Musallam,Yezidi,1
6602,Musallam,Toufic Baaklini,1
6603,Musallam,Obama,1
6604,Baaklini,Musallam,1
6605,Cardinal Donald Wuerl,Musallam,1
6606,Musallam,Wuerl,1
6607,Saddam Hussein,Saddam Hussein,1
6608,Saddam Hussein,Yazidis,4
6609,Ramadi,Saddam Hussein,4
6610,Mohammed Ashraf,Saddam Hussein,2
6611,Prince Faisal bin Khaled bin Abdulaziz,Saddam Hussein,2
6612,Saddam Hussein,Smoke,8
6613,Saddam Hussein,al-Qaryatayn,4
6614,Kweiras,Saddam Hussein,4
6615,Jaafar Saad,Saddam Hussein,2
6616,Saddam Hussein,Sayeda Zeynab,2
6617,Kerry,Saddam Hussein,12
6618,Jeff Fortenberry,Saddam Hussein,2
6619,Anna Eshoo,Saddam Hussein,2
6620,Fortenberry,Saddam Hussein,4
6621,ISIL,Saddam Hussein,2
6622,Saddam Hussein,Yezidi,2
6623,Saddam Hussein,Toufic Baaklini,2
6624,Baaklini,Saddam Hussein,2
6625,Cardinal Donald Wuerl,Saddam Hussein,2
6626,Saddam Hussein,Wuerl,2
6627,Yazidis,Yazidis,1
6628,Ramadi,Yazidis,4
6629,Mohammed Ashraf,Yazidis,2
6630,Prince Faisal bin Khaled bin Abdulaziz,Yazidis,2
6631,Smoke,Yazidis,8
6632,Yazidis,al-Qaryatayn,4
6633,Kweiras,Yazidis,4
6634,Jaafar Saad,Yazidis,2
6635,Sayeda Zeynab,Yazidis,2
6636,Kerry,Yazidis,12
6637,Jeff Fortenberry,Yazidis,2
6638,Anna Eshoo,Yazidis,2
6639,Fortenberry,Yazidis,4
6640,ISIL,Yazidis,2
6641,Yazidis,Yezidi,2
6642,Toufic Baaklini,Yazidis,2
6643,Obama,Yazidis,2
6644,Baaklini,Yazidis,2
6645,Cardinal Donald Wuerl,Yazidis,2
6646,Wuerl,Yazidis,2
6647,Ramadi,Ramadi,1
6648,Mohammed Ashraf,Ramadi,2
6649,Prince Faisal bin Khaled bin Abdulaziz,Ramadi,2
6650,Ramadi,Smoke,8
6651,Ramadi,al-Qaryatayn,4
6652,Kweiras,Ramadi,4
